year,month,CO,NO2,O3,PM10,PM2.5,PSFC,RH,SO2,TEMP,WindSpeed
2016,12,1.6047722960151802,58.00833965844405,30.48053130929791,124.51346299810245,83.64271347248577,96282.26164136625,60.50965844402275,34.0425237191651,278.72643263757107,4.466001111727669
2017,1,1.532324478178368,50.12033206831119,36.34846299810248,119.13192599620494,79.90562618595825,96303.2631214421,61.033453510436445,33.07202087286527,276.54136622390894,4.407027302913384
2017,2,1.2312815126050418,45.68007352941177,47.81963235294117,95.50419117647058,62.37691176470587,96236.93234243698,57.594915966386544,28.924915966386553,278.21332983193275,4.539107911212248
2017,3,1.0106641366223907,46.026537001897545,54.126736242884256,82.70100569259962,47.75481973434534,95846.1013187856,60.186148007590134,20.356783681214427,282.0435294117647,4.306039064415777
2017,4,0.8993039215686272,41.53007843137254,67.24414705882353,85.26583333333333,39.38344117647057,95325.58346078434,54.35649999999999,15.76020588235294,289.16351960784317,4.393446652381712
2017,5,0.7835009487666035,35.923738140417456,84.21303605313093,86.1037191650854,36.93182163187856,95162.42098671729,53.630388994307395,13.087732447817837,293.8689658444023,4.055703821180835
2017,6,0.763764705882353,32.90227450980392,77.54813725490192,57.322627450980406,28.687784313725494,94759.03689215687,62.12809803921567,11.99335294117647,296.7370784313726,3.6333824838985533
2017,7,0.7526470588235294,29.71949715370019,74.76256166982924,54.919468690702075,27.440018975332066,94658.83936432638,63.682352941176475,10.766404174573054,300.0500853889944,4.018176737200902
2017,8,0.7663092979127137,30.089041745730555,64.29222960151802,48.75508538899431,25.064003795066412,94732.65518975329,67.20879506641367,11.508377609108159,298.5960151802656,3.539611217110811
2017,9,0.8302941176470587,36.45731372549019,60.227950980392144,62.63488235294117,30.380950980392154,95191.62338235295,64.36883333333334,12.316431372549019,295.2733529411764,3.464904100199062
2017,10,0.9163662239089185,38.80152751423151,47.88626185958254,69.2046963946869,39.41185009487667,95912.68770398482,63.09720113851992,12.791442125237193,288.7471631878558,4.878094929228915
2017,11,1.030950980392157,49.43985294117647,37.74378431372549,92.34421568627448,52.184450980392164,96064.22910784312,53.57996078431372,18.7161862745098,283.0146568627451,4.78691851552335
2017,12,1.2376375711574952,54.13679316888046,33.58166982922202,105.39330170777988,65.15805502846301,96380.89700189752,50.1872770398482,24.43091081593927,277.4570683111955,4.787002310493112
2018,1,1.1601518026565463,47.53286527514233,35.81708728652752,92.29465844402276,60.19444971537001,96162.36672675521,60.70887096774192,21.4664990512334,274.3433017077799,4.865271208875604
2018,2,1.0093802521008404,37.497563025210084,51.69539915966387,86.17178571428573,52.62619747899159,96132.94342436976,53.968970588235294,19.307174369747898,276.75533613445384,4.616915657431141
2018,3,0.929098671726755,42.439772296015185,61.04209677419356,92.66143263757115,50.01344402277039,95734.52295066413,57.6122485768501,15.667912713472484,284.6103984819734,4.496109527874357
2018,4,0.7850196078431372,37.30594117647059,72.7762843137255,97.62556862745097,41.10488235294118,95432.79354901963,53.3212156862745,12.376990196078433,289.5771470588235,4.7090361295948915
2018,5,0.7130360531309299,31.934563567362435,77.85726755218215,75.4515275142315,33.18337760910817,95069.59949715371,56.84925047438329,11.078121442125237,294.5654174573054,4.131960191479657
2018,6,0.691186274509804,29.306970588235302,88.15278431372548,54.42035294117647,27.288303921568623,94606.42959803923,59.43844117647058,9.931421568627453,297.6616176470589,3.9402048798851297
2018,7,0.6660341555977229,24.467362428842506,69.64186907020873,45.15490512333966,23.667220113851997,94489.22863377607,67.61532258064516,7.558007590132828,299.78363377609116,4.1238056062199036
2018,8,0.7261005692599621,26.741290322580642,73.13392789373813,46.55979127134726,24.566223908918403,94569.02806451615,68.86334914611007,8.025445920303605,298.9106925996206,3.685078884874235
2018,9,0.6663235294117645,30.29847058823529,55.84511764705883,46.544196078431376,23.443009803921566,95303.95580392156,63.75633333333334,9.483843137254901,294.15759803921577,3.8823162471252752
2018,10,0.7419544592030362,39.15424098671728,53.370170777988605,63.70081593927894,33.41830170777988,95897.9530075901,53.22628083491462,11.228823529411766,288.43950664136617,4.329251346255157
2018,11,0.9425588235294117,45.1828137254902,33.56964705882352,84.62795098039214,48.488549019607845,96085.0480882353,59.45815686274509,13.700352941176467,283.24963725490204,4.090516935793553
2018,12,1.011584440227704,42.767191650853896,26.492125237191644,88.22389943074003,52.798206831119536,96417.94861480077,57.39334914611006,21.66870967741935,276.7724098671727,4.874754401988846
